Record,LOCATION,YEAR,TOTAL_COLLISIONS,BICYLCLES_IN_TOTAL,PEDESTRIANS_IN_TOTAL,X,Y,Latitude,Longitude
2984,IRIS ST btwn GATEWAY RD & PARKWAY DR,2017,1,0,0,361850.68300,5024114.01250,-75.77186,45.35465
2985,IRIS ST btwn SOUTHWOOD DR & BAXTER RD,2017,1,0,0,360953.26660,5023525.50495,-75.78338,45.34943
2986,IRONSTONE CRT btwn END & END,2017,1,0,0,350012.32557,5010254.88269,-75.92421,45.23080
2987,IRVING AVE @ WELLINGTON ST,2017,1,0,0,365625.69460,5029803.56720,-75.72298,45.40553
2988,IRVING AVE btwn WELLINGTON ST W & LAUREL ST,2017,1,0,0,365669.19890,5029705.56300,-75.72244,45.40464
2989,IRWIN MILLER ST btwn MILLCRAFT CRES & MILLCRAFT CRES,2017,1,0,0,371097.51694,5032638.50507,-75.65271,45.43054
2991,ISABELLA ST btwn O'CONNOR ST & METCALFE ST,2017,1,0,0,368373.20900,5030354.56655,-75.68781,45.41024
2995,ISLAND PARK DR @ MAILES AVE,2017,1,0,0,364028.69630,5028921.55200,-75.74349,45.39773
2996,ISLAND PARK DR @ MERIVALE RD,2017,1,0,0,364653.70440,5028023.54530,-75.73561,45.38959
3000,ISLAND PARK DR btwn BYRON AVE & IONA ST,2017,1,0,0,364302.69455,5028494.55195,-75.74004,45.39386
3002,ISLAND PARK DR btwn CLEARVIEW AVE & SUNNYMEDE AVE,2017,1,0,0,363627.23840,5029328.82112,-75.74856,45.40143
3003,ISLAND PARK DR btwn HELENA ST & ISLAND PARK CRES,2017,1,0,0,364424.19510,5028215.04945,-75.73852,45.39134
3004,ISLAND PARK DR btwn IONA ST & HELENA ST,2017,1,0,0,364381.69510,5028312.55045,-75.73905,45.39222
3005,ISLAND PARK DR btwn RICHMOND RD & BASSETT LANE,2017,1,0,0,364186.48976,5028758.91672,-75.74149,45.39625
3006,ISLAND PARK DR btwn TURN LANE & OTTAWA RIVER PKWY,2017,1,0,0,363230.34589,5029478.84113,-75.75362,45.40281
3007,ISLAND PARK DR btwn TURN LANE & TURN LANE,2017,1,0,0,363162.74451,5029542.38268,-75.75447,45.40339
3008,IVANHOE AVE btwn CARLING AVE & ELMHURST ST,2017,1,0,0,360477.65863,5024766.12311,-75.78931,45.36063
3009,IVY CRES btwn BERTRAND ST & PUTMAN AVE (1),2017,1,0,0,369055.13449,5033875.16895,-75.67864,45.44185
3010,IVY CRES btwn BERTRAND ST & PUTMAN AVE (2),2017,1,0,0,368997.65424,5033974.56977,-75.67937,45.44275
3011,JACK PURCELL LANE btwn LEWIS ST & WAVERLEY ST,2017,1,0,0,368261.04435,5030963.02501,-75.68917,45.41572
3012,JACKMAN TER btwn AIRD PL & AIRD PL,2017,1,0,0,351999.09318,5019080.12665,-75.89807,45.31009
3016,JASMINE CRES btwn OGILVIE RD & ARROWSMITH DR,2017,1,0,0,375444.44883,5033675.07942,-75.59701,45.43944
3019,JEAN TALON ST btwn PIE XII ST & BLAKE BLVD,2017,1,0,0,371143.74784,5033103.18935,-75.65205,45.43471
3020,JEANNE D'ARC BLVD  N btwn AVIGNON CRT & DECARIE DR,2017,1,0,0,380744.24705,5038502.81947,-75.52853,45.48232
3022,JEANNE D'ARC BLVD  N btwn MILLWOOD CRT & BILBERRY DR,2017,1,1,0,380328.39822,5038270.51427,-75.53389,45.48027
3023,JEANNE D'ARC BLVD  N btwn OR174 IC105 RAMP36 & Continuation of JEANNE,2017,1,0,0,379279.23400,5037257.59510,-75.54746,45.47127
3025,JEANNE D'ARC BLVD  N btwn VINEYARD DR & VOYAGEUR DR,2017,1,0,0,379195.48168,5037564.22184,-75.54848,45.47404
3026,JEANNE D'ARC BLVD  S btwn DES EPINETTES AVE & SAPINIER ST,2017,1,0,0,382429.13131,5035922.66912,-75.50739,45.45892
3030,JEANNE D'ARC BLVD  S btwn YOUVILLE DR & ST. JOSEPH BLVD,2017,1,0,0,379781.78887,5036599.87961,-75.54113,45.46530
3038,JEANNE D'ARC BLVD @ SAPINIER ST,2017,1,0,0,382555.75710,5035769.57320,-75.50579,45.45753
3041,JEFFERSON ST btwn FEATHERSTON DR & ARIZONA AVE,2017,1,0,0,371781.72790,5027291.53755,-75.64469,45.38236
3042,JEFFERSON ST btwn LORRAINE AVE & HERON RD,2017,1,0,0,371804.72790,5027095.53645,-75.64442,45.38060
3043,JENSCOTT PRIV btwn SCOUT ST & SCOUT ST,2017,1,0,0,364259.10142,5025168.08724,-75.74100,45.36393
3049,JOCKVALE RD btwn CEDARVIEW RD & JENNIFER LANE,2017,1,0,0,361532.67155,5015276.93345,-75.77693,45.27516
3050,JOCKVALE RD btwn GOLFLINKS DR & PRINCE OF WALES DR,2017,1,0,0,366408.93109,5012449.43028,-75.71514,45.24931
3051,JOCKVALE RD btwn GREENBANK RD & BREN-MAUR RD,2017,1,0,0,364505.26897,5014128.13740,-75.73918,45.26458
3054,JOHN KENNEDY WAY btwn OLD ALMONTE RD & HAMILTON SIDE RD,2017,1,0,0,336461.27963,5009603.61416,-76.09682,45.22568
3056,JOHN QUINN RD @ PARKWAY RD,2017,1,0,0,381394.78140,5015817.44690,-75.52373,45.27814
3057,JOHN QUINN RD @ STONE SCHOOL RD,2017,1,0,0,382958.79470,5012030.42130,-75.50439,45.24389
3058,JOHN QUINN RD btwn PARKWAY RD & IVESON DR,2017,1,0,0,381617.22933,5015290.61138,-75.52098,45.27338
3061,JOHNSTON RD @ MACOUN CIRC,2017,1,0,0,372130.42000,5025598.58000,-75.64047,45.36710
3062,JOHNSTON RD @ SOUTHGATE RD,2017,1,0,1,371020.72210,5024941.51780,-75.65472,45.36129
3064,JOHNSTON RD @ TAPIOLA CRES W,2017,1,0,0,371570.73650,5025266.51920,-75.64766,45.36416
3065,JOHNSTON RD @ ZAIDAN DR,2017,1,0,0,372796.56870,5025722.04310,-75.63195,45.36814
3066,JOHNSTON RD btwn ALLANFORD AVE & CONROY RD,2017,1,0,0,373313.55750,5026268.06110,-75.62527,45.37301
3067,JOHNSTON RD btwn BANK PL & SOUTHGATE RD,2017,1,0,0,370951.72710,5024900.02055,-75.65561,45.36092
3069,JOHNWOODS ST btwn MAPLE GROVE RD & ALON ST,2017,1,0,0,349731.62232,5015912.07090,-75.92727,45.28173
3071,JOLLIET AVE btwn BEECHWOOD AVE & GARNEAU ST,2017,1,0,0,369730.31676,5034104.92338,-75.66998,45.44386
3073,JUANITA AVE @ SEAGRAM HGTS,2017,1,0,0,341089.43210,5023655.74900,-76.03686,45.35191
3074,JUNCTION AVE btwn GREGG ST & BROOKFIELD RD,2017,1,0,0,369249.48616,5026450.33994,-75.67713,45.37503
3075,KAKULU RD @ CASTLEFRANK RD,2017,1,0,0,352180.40300,5018499.72410,-75.89581,45.30485
3076,KAMOURASKA CIRC btwn HARTLAND ST & TO BE DETERMINED,2017,1,0,0,380854.86678,5036045.07878,-75.52750,45.46019
3077,KANATA AVE @ EARL GREY DR,2017,1,0,0,350951.75420,5019284.65590,-75.91140,45.31200
3079,KANATA AVE @ HWY 417 CASTLEFR IC139R15,2017,1,0,0,351715.39890,5019145.69010,-75.90168,45.31070
3080,KANATA AVE @ ROBSON CRT,2017,1,0,0,350386.60350,5019565.46880,-75.91859,45.31456
3084,KANATA AVE btwn GOLDRIDGE DR & GOLDRIDGE DR,2017,1,0,0,350279.70590,5019863.87032,-75.91992,45.31725
3088,KARSH DR btwn SOUTHLAND CRES & TOPLEY CRES,2017,1,0,0,373814.73850,5026218.02750,-75.61888,45.37251
3090,KATIMAVIK RD @ MCGIBBON DR/SEWELL WAY,2017,1,0,0,351725.61080,5018738.45890,-75.90159,45.30703
3091,KATIMAVIK RD @ WHITNEY DR,2017,1,0,0,352357.62180,5019380.46090,-75.89347,45.31276
3092,KATIMAVIK RD btwn PALLADIUM DR & DAVIS AVE,2017,1,0,0,351365.24127,5018338.57582,-75.90622,45.30346
3093,KEDEY ST @ CREEK DR,2017,1,0,0,326980.58770,5036967.68880,-76.21632,45.47228
3094,KEENAN AVE btwn GAINSBOROUGH AVE & WINDERMERE AVE,2017,1,0,0,362420.68710,5027109.53945,-75.76423,45.38156
3095,KEHOE ST @ SALINA ST,2017,1,0,0,359625.66930,5025371.51930,-75.80011,45.36614
3096,KEHOE ST btwn CASCADES AVE & SALINA ST,2017,1,0,0,359621.67290,5025416.52355,-75.80016,45.36655
3099,KENASTON ST btwn ALGOMA RD & LABRIE AVE,2017,1,0,0,373389.37790,5031391.21526,-75.62359,45.41909
3100,KENNEVALE DR btwn MERNER AVE & FLANDERS ST,2017,1,0,0,362067.21132,5014383.77984,-75.77022,45.26708
3102,KENT ST @ FLORENCE ST,2017,1,0,0,367703.71010,5030526.56700,-75.69635,45.41185
3107,KENT ST @ NEPEAN ST,2017,1,0,0,367398.70370,5031029.57560,-75.70018,45.41640
3112,KENT ST btwn GILMOUR ST & JAMES ST,2017,1,0,0,367637.70545,5030635.56955,-75.69717,45.41283
3113,KENT ST btwn GLOUCESTER ST & NEPEAN ST,2017,1,0,1,367378.20410,5031064.07400,-75.70044,45.41671
3118,KENT ST btwn SPARKS ST & QUEEN ST,2017,1,0,0,367159.70245,5031421.07755,-75.70318,45.41995
3119,KERR AVE btwn BROADVIEW AVE & NADOLNY SACHS PRIV,2017,1,0,0,363278.32110,5026559.44250,-75.75335,45.37654
3120,KEYWORTH AVE @ SUNNYMEDE AVE,2017,1,0,0,363864.68670,5029334.56190,-75.74553,45.40146
3121,KHAMSIN ST btwn GALLANTRY WAY & GALLANTRY WAY,2017,1,0,0,350823.59655,5016481.01605,-75.91330,45.28678
3122,KILBIRNIE DR btwn BREAKSTONE RD & GREENBANK RD,2017,1,0,0,365198.62000,5011611.84737,-75.73065,45.24188
3123,KILBIRNIE DR btwn GREENBANK RD & KILMARNOCK WAY,2017,1,0,0,365526.10316,5011698.79424,-75.72647,45.24263
3125,KILBORN AVE @ NIAGARA DR,2017,1,0,0,370077.71650,5027716.53570,-75.66639,45.38635
3126,KILBORN AVE @ VIRGINIA DR,2017,1,0,0,371765.72680,5027906.53400,-75.64481,45.38790
3128,KILBORN AVE btwn BLOSSOM DR & BEAVER AVE,2017,1,0,0,369912.21890,5027697.54300,-75.66851,45.38619
3129,KILMORY CRES btwn BOWMOOR AVE & INVERNESS AVE,2017,1,0,0,365740.25253,5024323.16604,-75.72219,45.35620
3130,KILSPINDIE RIDGE btwn FERGUSLEA LANE & KILSPINDIE RIDGE,2017,1,0,0,366164.47100,5012584.83000,-75.71823,45.25055
3131,KILSPINDIE RIDGE btwn FERGUSLEA LANE & LOCHHOUSE WALK,2017,1,0,0,366436.71731,5012781.39519,-75.71474,45.25229
3132,KIMBERWICK CRES btwn CHANCELLOR CRT & RIVERSIDE DR,2017,1,0,0,368044.37835,5022489.01715,-75.69302,45.33950
3133,KINBURN SIDE RD btwn LIMESTONE RD & BECKS RD,2017,1,0,0,333774.98012,5032081.72425,-76.12971,45.42807
3134,KINBURN SIDE RD btwn LOGGERS WAY & JOHN SHAW RD,2017,1,0,0,329685.76289,5028474.81948,-76.18215,45.39577
3135,KINBURN SIDE RD btwn STONECREST RD & TORBOLTON RIDGE RD,2017,1,0,0,335385.77211,5033426.96315,-76.10904,45.44011
3136,KINBURN SIDE RD btwn TIMMINS RD & DOMINION SPRINGS RD,2017,1,0,0,323486.03371,5022974.67321,-76.26154,45.34647
3137,KINBURN SIDE RD btwn TORBOLTON RIDGE RD & WOODKILTON RD,2017,1,0,0,336376.12016,5034429.60488,-76.09632,45.44908
3138,KINBURN SIDE RD btwn WOODKILTON RD & DUNROBIN RD,2017,1,0,0,337490.57197,5035460.17263,-76.08200,45.45831
3145,KING EDWARD AVE @ ST. ANDREW ST,2017,1,0,0,368160.70000,5032968.58280,-75.69019,45.43378
3152,KING EDWARD AVE @ YORK ST S,2017,1,0,1,368389.70490,5032597.58710,-75.68731,45.43042
3154,KING EDWARD AVE btwn MANN AVE & TEMPLETON ST,2017,1,0,1,369114.73764,5031417.52975,-75.67820,45.41974
3155,KING EDWARD AVE btwn RAMP & BOLTON ST,2017,1,0,0,368015.15627,5033216.92535,-75.69202,45.43603
3157,KING EDWARD AVE btwn THOMAS MORE PRIV & MARIE CURIE PRIV,2017,1,0,0,368904.25620,5031763.42370,-75.68085,45.42287
3158,KING EDWARD AVE NB @ MACDONALD-CARTIER BR RAMP,2017,1,0,0,368026.96190,5033249.85510,-75.69187,45.43632
3161,KING EDWARD AVE SB @ UNION ST(UNSIGNED),2017,1,1,0,367854.34710,5033359.94900,-75.69406,45.43733
3165,KING EDWARD AVE SB btwn MURRAY ST & CLARENCE ST,2017,1,0,0,368314.70410,5032717.58845,-75.68826,45.43151
3166,KING EDWARD R-26 @ MACDONALD-CARTIER BR,2017,1,0,0,367513.42300,5033196.59400,-75.69844,45.43589
3167,KING GEORGE ST btwn FRANCES ST & LAWSON AVE,2017,1,0,0,371597.21755,5032167.57700,-75.64639,45.42625
3168,KING GEORGE ST btwn LOLA ST & NAUGHTON ST,2017,1,0,0,371224.21645,5032126.07810,-75.65116,45.42591
3171,KINGHORN CRES btwn MARCONI AVE & MARCONI AVE,2017,1,0,0,349882.55936,5024092.45279,-75.92460,45.35533
3172,KINGSLEY RD btwn GATEWAY RD & ELMIRA DR,2017,1,0,1,361610.49572,5024273.12854,-75.77491,45.35610
3173,KINGSMERE AVE @ CARLING AVE,2017,1,0,0,362297.68760,5026061.53590,-75.76593,45.37214
3174,KINGSTON AVE @ CHEVRIER ST,2017,1,0,0,365651.70150,5026743.54180,-75.72303,45.37799
3175,KINNEAR ST btwn REID AVE & FAIRMONT AVE,2017,1,0,0,365768.10575,5029050.24328,-75.72125,45.39874
3176,KIRKWOOD AVE @ 118 N OF DOVERCOURT AVE,2017,1,0,1,364160.37000,5027757.75000,-75.74194,45.38724
3180,KIRKWOOD AVE btwn CARLING AVE & CARLING AVE,2017,1,0,0,364314.28982,5027415.84124,-75.74002,45.38415
3181,KIRKWOOD AVE btwn CHATELAIN AVE & LEPAGE AVE,2017,1,0,0,364758.14853,5026672.08437,-75.73444,45.37742
3183,KIRKWOOD AVE btwn MACY BLVD & DOVERCOURT AVE,2017,1,0,0,364191.69400,5027684.04490,-75.74155,45.38658
3184,KIRKWOOD AVE btwn RICHMOND RD & LYMAN ST,2017,1,0,0,363790.62336,5028604.88403,-75.74656,45.39490
3187,KITCHENER AVE btwn COCHRANE ST & JASPER AVE,2017,1,0,0,370979.92219,5025760.45068,-75.65513,45.36866
3188,KITIMAT CRES btwn OKANAGAN DR & OKANAGAN DR,2017,1,0,0,359389.89379,5022511.12821,-75.80344,45.34042
3189,KIWANIS CRT btwn JOHNSTON RD & END,2017,1,0,0,372276.24532,5025797.99332,-75.63858,45.36888
3191,KLONDIKE RD @ MARCH VALLEY RD,2017,1,0,0,350278.61650,5024992.52270,-75.91946,45.36340
3193,KNIGHTS DR btwn QUEENSCOURT CRES & GOUGH RD,2017,1,0,0,372948.67623,5010577.94840,-75.63209,45.23187
3194,KNIGHTSBRIDGE RD @ WOODROFFE AVE,2017,1,0,0,361623.68440,5026560.52410,-75.77447,45.37668
3197,KNOXDALE RD btwn 33 E OF CAROLA ST & BERTONA ST,2017,1,0,1,362717.40915,5021427.25840,-75.76111,45.33040
3198,KNOXDALE RD btwn CRAIG HENRY DR & WOODROFFE AVE,2017,1,0,0,363248.11413,5021732.54586,-75.75431,45.33311
3199,KNOXDALE RD btwn GIBBARD AVE & CONOVER ST,2017,1,0,0,361915.12617,5020952.74500,-75.77140,45.32620
3200,KNOXDALE RD btwn SKIPTON RD & CREMONA CRES,2017,1,0,0,362230.18300,5021147.48655,-75.76736,45.32793
3201,KOHILO CRES S @ HUNTMAR DR,2017,1,0,0,350409.23700,5016558.42000,-75.91857,45.28750
3202,KRISTIN WAY btwn ROCKLEDGE RD & BRITTANY DR,2017,1,0,0,371823.13632,5034120.94337,-75.64323,45.44381
3203,LA VERENDRYE DR btwn GATINEAU VIEW CRES & OGILVIE RD,2017,1,0,0,375264.43920,5035132.17731,-75.59910,45.45257
3207,LACASSE AVE btwn BLAKE BLVD & MCARTHUR AVE,2017,1,0,0,370808.38248,5032888.22361,-75.65637,45.43281
3208,LACASSE AVE btwn MONTREAL RD & PATTON ST,2017,1,0,0,370710.21155,5033358.09045,-75.65756,45.43705
3209,LACOLLE WAY @ TAYLOR CREEK DR W,2017,1,0,0,384010.12000,5039298.97100,-75.48663,45.48912
3211,LADOUCEUR ST btwn HINCHEY AVE & CARRUTHERS AVE,2017,1,0,0,365193.19700,5029662.06245,-75.72852,45.40429
3212,LADOUCEUR ST btwn MERTON ST & GARLAND ST,2017,1,0,0,365469.65110,5029836.70645,-75.72497,45.40584
3213,LADOUCEUR ST btwn PINHEY ST & MERTON ST,2017,1,0,0,365385.19810,5029744.56300,-75.72606,45.40502
3214,LAFONTAINE AVE @ LEVIS AVE,2017,1,0,0,370921.70930,5033237.58870,-75.65487,45.43594
3216,LAFONTAINE AVE @ RICHELIEU AVE,2017,1,0,0,370927.70580,5033170.59230,-75.65481,45.43534
3217,LAFONTAINE AVE btwn MCARTHUR AVE & BLAKE BLVD,2017,1,0,0,370940.05409,5032905.09602,-75.65468,45.43295
3218,LAFRAMBOISE PL btwn CHARLOTTE ST & ROCKWOOD ST,2017,1,0,0,369021.21229,5033275.34536,-75.67916,45.43646
3219,LAIRD ST btwn MEADOWLANDS DR W & CALVERT ST,2017,1,0,0,364270.48412,5023294.87245,-75.74108,45.34708
3220,LAJOIE ST @ MONTREAL RD,2017,1,0,1,370534.71460,5033326.58730,-75.65981,45.43678
3221,LAKEBREEZE CIR btwn BOISDALE WALK & LAKEBREEZE CIR,2017,1,0,0,385917.76355,5034741.63945,-75.46298,45.44790
3223,LAKERIDGE DR btwn GOLDENBROOK WAY & TO BE DETERMINED,2017,1,0,0,385023.25750,5034633.92110,-75.47443,45.44703
3224,LAKES PARK DR btwn TWIN LAKES AVE & THUNDERBIRD DR,2017,1,0,0,376855.24923,5014792.17292,-75.58173,45.26940
3225,LAKESHORE DR @ STAGECOACH RD N,2017,1,0,0,376518.96080,5011963.93490,-75.58642,45.24398
3226,LAKESIDE AVE @ QUEEN ELIZABETH DRWY,2017,1,0,0,367455.70790,5028711.55180,-75.69974,45.39554
3227,LAKEWAY DR btwn PLACEL RD & LYTTLETON GDN,2017,1,0,0,370001.03081,5035174.83041,-75.66638,45.45346
3228,L'ALLEMAND ST btwn PARK ST & MONTREAL RD,2017,1,0,0,370508.28599,5033419.32805,-75.66013,45.43762
3229,LAMBETH WALK btwn ELMIRA DR & GATEWAY RD,2017,1,0,0,361662.36313,5024059.68091,-75.77427,45.35418
3231,LAMPLIGHTERS DR btwn COBBLE HILL DR & FOSTERBROOK WAY,2017,1,0,0,361499.58205,5014623.75245,-75.77742,45.26929
3233,LANCASTER RD btwn BARRYMORE LANE & BARBERRY LANE,2017,1,0,0,374602.16290,5029034.74325,-75.60843,45.39777
3234,LANCASTER RD btwn DELRIDGE LANE & BARRYMORE LANE,2017,1,0,0,374664.76450,5028982.22794,-75.60764,45.39729
3235,LANCASTER RD btwn GLADWIN CRES & SHELBOURN LANE,2017,1,0,0,373676.41487,5029524.25037,-75.62019,45.40227
3236,LANCASTER RD btwn SHELBOURN LANE & DELRIDGE LANE,2017,1,0,0,374101.78503,5029418.57547,-75.61477,45.40127
3237,LANG'S RD btwn GREENHILL WAY & MONTREAL RD,2017,1,0,0,372327.27568,5034351.58541,-75.63676,45.44583
3239,LAPERRIERE AVE @ LARKIN ST,2017,1,0,0,364233.70000,5026779.53520,-75.74113,45.37844
3240,LAPERRIERE AVE btwn CAVAN ST & KIRKWOOD AVE,2017,1,0,0,364455.69590,5026919.53810,-75.73827,45.37968
3241,LAPORTE ST btwn EAST ACRES RD & BEAVERHILL DR,2017,1,0,0,375869.03172,5034186.32981,-75.59151,45.44399
3242,LARCH ST @ PRESTON ST,2017,1,0,0,366437.69210,5029830.55980,-75.71261,45.40570
3243,LARGO CRES btwn DALLAS PL & SPRING GARDEN AVE,2017,1,0,0,364798.66521,5022863.26531,-75.73439,45.34315
3244,LARKIN DR btwn LAMING ST & CARROLL CRT,2017,1,0,0,362093.30612,5015692.75031,-75.76974,45.27886
3245,LARKIN DR btwn OTTEN DR & RAFTUS SQ,2017,1,0,0,361821.77583,5015736.94211,-75.77319,45.27928
3246,LAROSE AVE @ MERIVALE RD,2017,1,0,0,364846.69860,5026967.54340,-75.73328,45.38008
3247,LAROUCHE ST @ MCARTHUR AVE,2017,1,0,0,370381.70830,5032710.58780,-75.66184,45.43125
3248,LATOUR CRES btwn GARDENWAY DR & GARDENWAY DR,2017,1,0,0,383903.50928,5036821.85787,-75.48839,45.46684
3249,LAURA PRIV @ BLAIR RD,2017,1,0,0,375296.98060,5032131.48190,-75.59912,45.42556
3250,LAUREL ST @ PRESTON ST,2017,1,0,0,366406.69490,5029901.56660,-75.71299,45.40634
3251,LAURENTIDE RD btwn ASHFORD DR & ELMSLEY CRES,2017,1,0,0,358168.36640,5019951.30418,-75.81930,45.31748
3252,LAURIE CRT @ SHELDRAKE DR,2017,1,0,1,353220.61860,5016504.44320,-75.88274,45.28683
3253,LAURIER AVE   E btwn CUMBERLAND ST & COPERNICUS ST,2017,1,1,0,368631.70710,5031969.08110,-75.68430,45.42474
3254,LAURIER AVE   E btwn KING EDWARD AVE & HENDERSON AVE,2017,1,0,0,368773.70710,5032055.58110,-75.68248,45.42551
3255,LAURIER AVE   E btwn MARLBOROUGH AVE & RANGE RD,2017,1,0,0,369358.31505,5032410.46250,-75.67496,45.42865
3256,LAURIER AVE   E btwn NICHOLAS ST & WALLER ST,2017,1,0,0,368409.24031,5031825.33097,-75.68716,45.42347
3257,LAURIER AVE   E btwn RANGE RD & CHARLOTTE ST,2017,1,0,0,369435.40889,5032457.74994,-75.67397,45.42907
3258,LAURIER AVE   E btwn RUSSELL AVE & CHAPEL ST,2017,1,0,0,369078.88945,5032240.15795,-75.67855,45.42714
3264,LAURIER AVE   W btwn LYON ST N & KENT ST,2017,1,0,0,367234.91571,5031117.05972,-75.70226,45.41720
3268,LAURIER AVE   W btwn QUEEN ELIZABETH DRWY/LAURIER AVE EB OFF RAMP & LA,2017,1,0,0,368196.09190,5031692.58495,-75.68991,45.42230
3271,LAURIER AVE  E btwn WALLER ST & 73 E OF WALLER ST,2017,1,1,0,368491.51114,5031882.88597,-75.68611,45.42398
3272,LAURIER AVE @ 89 E OF WALLER ST,2017,1,0,0,368515.94560,5031898.59130,-75.68579,45.42412
3277,LAURIER AVE @ PERCY ST,2017,1,1,0,366903.69740,5030919.57490,-75.70652,45.41546
3279,LAURIER AVE @ WALLER ST/TRANSITWAY,2017,1,0,0,368454.27290,5031858.95100,-75.68659,45.42377
3280,LAUZON ST btwn SUNLAND DR & SUNLAND DR,2017,1,0,0,384782.45585,5037132.62300,-75.47711,45.46954
3281,LAVERGNE ST btwn DES PERES BLANCS AVE & PERRIER AVE,2017,1,0,0,370396.51937,5033912.55797,-75.66149,45.44207
3282,LAVERGNE ST btwn MICHEL CIRC & DES PERES BLANCS AVE,2017,1,0,0,370183.20750,5033965.09700,-75.66421,45.44256
3283,LAWRENCE ST btwn CARACOURT DR & TALBOT ST,2017,1,0,0,385923.44174,5002541.86380,-75.46818,45.15819
3284,LAXFORD DR btwn TYNE CRT & REDCAR CRES,2017,1,0,0,348944.15399,5023551.49735,-75.93663,45.35052
3285,LEASIDE AVE @ MERIVALE RD,2017,1,0,0,364874.70160,5027275.54310,-75.73288,45.38284
3286,LEBOUTILLIER AVE btwn DEN HAAG DR & LEBOUTILLIER AVE/DANAC PRIV,2017,1,0,0,372579.24760,5034149.67780,-75.63356,45.44399
3287,LEBRETON ST    N btwn GLADSTONE AVE & LOUISA ST,2017,1,0,0,366879.39300,5029867.07000,-75.70696,45.40599
3288,LEBRETON ST    N btwn LOUISA ST & ARLINGTON AVE,2017,1,0,0,366916.70410,5029780.56245,-75.70649,45.40521
3289,LEBRETON ST @ RAYMOND ST,2017,1,0,0,366959.69520,5029681.56540,-75.70596,45.40431
3291,LEBRUN ST btwn MICHEL CIRC & DES PERES BLANCS AVE,2017,1,0,0,370236.46416,5034026.47395,-75.66353,45.44311
3292,LEDBURY AVE @ BANK ST EXTENSION NB,2017,1,0,0,370665.72270,5025286.52110,-75.65921,45.36443
3293,LEDBURY AVE btwn BANK ST & BANFF AVE,2017,1,0,0,370746.22303,5025331.63818,-75.65817,45.36483
3299,LEES AVE @ ROSEMERE AVE,2017,1,0,0,369182.82000,5030662.88600,-75.67743,45.41294
3304,LEGACY RD @ SWANSEA CRES,2017,1,0,0,374579.73980,5027373.54260,-75.60895,45.38283
3305,LEGGET DR @ HERZBERG RD,2017,1,0,0,351866.61580,5022704.50180,-75.89941,45.34271
3306,LEGGET DR @ SOLANDT RD,2017,1,0,0,350653.57680,5022879.50870,-75.91487,45.34436
3307,LEGGET DR @ TERRY FOX DR,2017,1,0,0,350176.61780,5023444.49330,-75.92091,45.34948
3308,LEGGET DR btwn FARRAR RD & HERZBERG RD,2017,1,0,0,351753.86049,5022655.34567,-75.90086,45.34227
3310,LEIKIN DR btwn BECKSTEAD RD & BILL LEATHEM DR,2017,1,0,0,367042.94444,5017653.55248,-75.70641,45.29608
3311,LEIKIN DR btwn HOLITZNER WAY & CRESTWAY DR,2017,1,0,0,366792.08842,5017346.17436,-75.70964,45.29333
3316,LEITRIM RD btwn FENTON RD & ALBION RD,2017,1,0,0,373696.63521,5020574.10161,-75.62118,45.32174
3318,LEITRIM RD btwn HAWTHORNE RD & RAMSAYVILLE RD,2017,1,0,0,377912.74049,5023218.68738,-75.56701,45.34510
3321,LEITRIM RD btwn RAMSAYVILLE RD & ANDERSON RD,2017,1,0,0,379601.85494,5024388.16649,-75.54529,45.35545
3322,LEITRIM RD btwn RIVER RD & LIMEBANK RD,2017,1,0,0,368668.85829,5017555.07756,-75.68569,45.29505
3323,LEITRIM RD W @ RUSSELL RD,2017,1,0,0,382611.07000,5026165.58000,-75.50660,45.37111
3325,LEMIEUX ST btwn JOSEPH CYR ST & RAMP,2017,1,0,0,372520.93904,5031722.97101,-75.63464,45.42216
3327,LENNOX ST @ PERTH ST,2017,1,1,0,356634.61440,5006155.34410,-75.84030,45.19346
3328,LENNOX ST btwn BURKE ST & OTTAWA ST,2017,1,0,0,357438.61510,5005257.33850,-75.83016,45.18532
3329,LENNOX ST btwn STRACHAN ST & END,2017,1,0,0,357097.61400,5005635.34245,-75.83446,45.18875
3330,LEONARD AVE @ GROVE AVE,2017,1,0,1,368477.28900,5028150.44410,-75.68677,45.39040
3331,LEONARD AVE @ OSSINGTON AVE,2017,1,0,0,368509.71110,5028091.55190,-75.68636,45.38987
3333,LEPAGE AVE btwn CAVAN ST & KIRKWOOD AVE,2017,1,0,0,364706.97988,5026584.79073,-75.73511,45.37664
3334,LEPAGE AVE btwn MCBRIDE ST & LARKIN ST,2017,1,0,0,364375.14026,5026377.25967,-75.73937,45.37480
3335,LERNER WAY @ MISS OTTAWA ST,2017,1,0,0,375848.72720,5034515.59210,-75.59172,45.44696
3338,LETT ST btwn Continuation of LETT ST & END,2017,1,0,0,366405.75292,5031061.67647,-75.71286,45.41678
3339,LEVERTON RD btwn WEAVER CRES & WEAVER CRES,2017,1,0,0,349898.16710,5020686.20205,-75.92471,45.32468
3340,LEVIS AVE btwn OLMSTEAD ST & DUPUIS ST,2017,1,0,0,370425.71100,5033123.08845,-75.66123,45.43496
3342,LEWIS ST @ O'CONNOR ST,2017,1,0,0,367967.70580,5030831.57640,-75.69293,45.41457
3343,LEWIS ST btwn BANK ST & DERBY PL,2017,1,0,0,367849.70600,5030760.07055,-75.69445,45.41394
